"","5-Fluorouracil","ABT737","Acetalax","Afatinib","Afuresertib","AGI-5198","AGI-6780","Alisertib","Alpelisib","AMG-319","AT13148","Axitinib","AZ6102","AZ960","AZD1208","AZD1332","AZD2014","AZD3759","AZD4547","AZD5153","AZD5363","AZD5438","AZD5582","AZD5991","AZD6482","AZD6738","AZD7762","AZD8055","AZD8186","BI-2536","BIBR-1532","BMS-345541","BMS-536924","BMS-754807","Bortezomib","Buparlisib","Camptothecin","Carmustine","Cediranib","Cisplatin","Crizotinib","Cyclophosphamide","Cytarabine","CZC24832","Dabrafenib","Dactinomycin","Dactolisib","Daporinad","Dasatinib","Dihydrorotenone","Dinaciclib","Docetaxel","Doramapimod","Elephantin","Entinostat","Entospletinib","Epirubicin","EPZ004777","EPZ5676","Erlotinib","Fludarabine","Foretinib","Fulvestrant","Gallibiscoquinazole","Gefitinib","Gemcitabine","GNE-317","GSK1904529A","GSK2578215A","GSK2606414","GSK269962A","GSK343","GSK591","I-BET-762","I-BRD9","Ibrutinib","Ipatasertib","Irinotecan","IWP-2","JQ1","KU-55933","Lapatinib","LCL161","Leflunomide","LGK974","Linsitinib","LJI308","Luminespib","LY2109761","MG-132","MIM1","MIRA-1","Mirin","Mitoxantrone","MK-1775","MK-2206","MK-8776","ML323","MN-64","Navitoclax","Nelarabine","Nilotinib","Niraparib","NU7441","Nutlin-3a (-)","NVP-ADW742","Obatoclax Mesylate","OF-1","Olaparib","OSI-027","Osimertinib","OTX015","Oxaliplatin","P22077","Paclitaxel","Palbociclib","PCI-34051","PD0325901","PD173074","Pevonedistat","PF-4708671","PFI3","Pictilisib","PLX-4720","Podophyllotoxin bromide","PRIMA-1MET","PRT062607","Pyridostatin","Rapamycin","Ribociclib","RO-3306","Ruxolitinib","RVX-208","Sabutoclax","Sapitinib","Savolitinib","SB216763","SB505124","SCH772984","Selumetinib","Sepantronium bromide","Sinularin","Sorafenib","Staurosporine","Talazoparib","Tamoxifen","Taselisib","Telomerase Inhibitor IX","Temozolomide","Teniposide","Topotecan","Tozasertib","Trametinib","Ulixertinib","UMI-77","Uprosertib","VE-822","VE821","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vorinostat","VX-11e","Wee1 Inhibitor","WEHI-539","WIKI4","Wnt-C59","WZ4003","XAV939","YK-4-279","ZM447439","Zoledronate"
"A2780",2.22328,4.723468,1.410357,-0.12106,0.33584,5.066443,3.065493,-1.150953,0.091883,3.981208,3.785746,NA,1.427417,0.813498,3.621627,0.670906,-0.947804,3.246819,-0.790042,-1.239005,1.003975,1.006407,1.265919,1.579527,NA,1.672449,-0.427461,NA,1.19515,NA,5.410003,2.271467,1.358592,NA,-5.193107,-0.460148,-3.737636,4.675279,0.38468,1.720991,1.456516,5.428228,-1.405531,4.073794,3.90804,-5.7468545,-3.946486,-6.542008,3.396926,0.080664,-3.627826,-5.0460595,NA,1.795607,1.191413,1.992454,-3.311314,5.220699,5.717377,2.223003,3.129413,-0.711282,2.413405,2.301642,1.853959,-4.252081,-1.637302,3.286782,3.981362,1.781718,NA,3.014558,4.925511,1.82519,3.254223,3.715103,1.505394,1.527619,2.869929,NA,NA,1.583614,3.990616,4.912415,3.472563,3.198628,5.423388,-4.220664,4.353099,-2.54763,2.956344,5.396209,3.44489,-3.240278,-0.43015,0.058797,2.412649,3.16367,3.583016,2.117256,5.171346,1.171684,1.043217,NA,0.901568,1.861457,0.684463,3.547828,2.648763,NA,0.34848,-0.363208,1.2766495,3.693069,-4.954093,0.123086,2.599048,-0.958528,-0.462353,0.790645,NA,5.08856,-1.31166,3.698807,-1.713332,2.4318,1.776321,2.175286,-2.488776,NA,NA,5.23048,3.997494,-3.160141,2.502607,2.821648,NA,NA,-0.193621,1.494507,-4.632681,3.063408,0.811133,-3.148408,0.153977,1.939225,-2.588772,-1.14713,5.588128,-2.784157,-1.741983,NA,-2.775212,0.1617475,1.592139,0.4069875,1.123983,3.823231,2.464211,-6.079265,-4.336112,-5.122314,1.18295,1.748984,1.336769,4.870989,3.511708,3.528924,2.284979,3.784638,1.035109,NA,2.21996
"A375",4.057461,2.540945,5.995185,1.732498,3.303443,4.707989,4.144572,0.840234,4.509372,5.39233,5.425986,NA,1.573818,1.582086,6.005647,3.7237,1.242036,3.106114,2.983163,1.422462,3.602777,0.940282,2.379057,5.179067,NA,1.852143,-0.071437,NA,3.664187,NA,4.361026,2.707678,0.928855,NA,-5.362124,0.648003,-4.517416,6.210566,1.72946,2.451449,3.470459,5.177536,-0.712451,5.13476,-3.467089,-5.1667265,-2.514162,-4.89857,3.445014,2.265781,-4.117223,-5.442914,NA,1.703031,1.849949,3.319239,-2.359484,5.034225,6.459827,3.067472,4.092237,0.477362,4.144329,2.859873,4.119112,-4.679079,0.160444,4.714088,5.366643,3.558523,NA,2.697697,4.483635,3.085875,4.736707,5.969945,3.996445,0.640628,3.741121,NA,NA,2.466355,5.288226,4.812698,4.903677,3.047109,4.54564,-4.037037,5.407182,-1.953016,3.713366,6.144408,4.112071,-1.465712,0.070045,4.360951,3.941043,4.830309,5.408931,2.073224,7.070711,3.641679,2.996524,NA,1.808178,1.671543,0.092699,4.956928,3.553531,5.085159,2.090594,2.07358,3.378617,3.330994,-4.217032,2.723005,3.441726,-3.871759,5.007348,-0.951849,NA,5.524575,1.317479,0.068029,-1.837051,2.614636,2.177917,3.356117,-0.255224,NA,NA,6.145932,4.660234,-0.802675,4.758012,2.841771,NA,NA,-0.855669,-0.100861,-6.26774,2.250684,2.121866,-2.407181,1.168723,3.362063,2.579417,-0.707373,6.368729,-1.671724,-2.028824,NA,-5.204961,0.354155,1.916096,3.1863115,3.142883,3.674157,2.169513,-4.931828,-3.758388,-3.611136,1.07262,0.449677,1.204018,4.00175,4.073927,3.924799,2.410419,5.64519,1.056509,NA,4.492748
"A3KAW",-0.584016,1.511438,4.971217,0.515512,3.060294,3.53594,2.780742,-0.485,2.617894,3.571429,1.769784,NA,1.013036,-0.590283,3.948708,2.330701,-0.113816,1.935859,1.338598,-3.543873,2.252461,0.04498,1.562365,-3.138617,NA,-0.81439,-1.892662,NA,3.650816,NA,4.162859,1.479415,0.249048,NA,-6.447401,0.032165,-5.542232,5.283422,1.756057,-0.318415,0.458569,4.505722,-1.720201,3.507511,NA,-6.3599595,-3.754364,NA,1.21248,0.417251,-3.775462,-5.6160885,NA,1.134124,-0.592817,1.728225,-4.121113,4.019901,3.925736,0.544757,4.939641,-0.253375,2.229238,1.927068,2.146423,-5.191813,-1.492046,2.347547,4.430491,NA,NA,0.792889,0.871173,-0.753085,2.084347,4.245363,3.478249,-0.544759,1.936328,NA,NA,1.593159,4.240947,3.261722,3.307551,2.652074,3.357657,-4.365861,4.2454,-2.745128,1.845714,1.338077,2.719082,-2.168258,-1.603734,2.171609,0.211141,2.809686,3.448211,1.596124,4.939641,1.30392,1.9929,NA,0.401724,1.32595,0.465331,3.364545,2.044405,NA,1.097421,-2.047671,1.155214,1.481485,-4.152645,-0.374178,2.862029,-1.237774,1.543366,-2.084792,NA,3.913325,1.294041,2.163694,-1.781099,2.893747,1.344813,1.71599,-7.192932,NA,NA,0.963635,2.67302,-3.057485,3.300996,0.936094,NA,NA,2.064246,2.902037,-4.307296,1.215645,0.907563,-4.858583,-0.260653,2.267374,2.986711,-1.558521,4.529401,-3.482641,-3.135059,NA,-0.35214,0.3835735,1.605644,2.587737,1.090268,NA,0.866664,-5.716633,-4.001141,-5.699143,-0.636932,0.848534,-0.422816,2.663378,2.716915,2.164863,1.407117,4.108357,-0.073967,NA,2.610093
"A498",5.481413,0.352018,5.807964,1.959552,0.201641,5.461807,4.74316,1.889552,5.070332,4.193223,3.887428,NA,2.235894,2.310394,5.661261,4.132121,1.831041,3.189983,1.823837,1.638409,1.191087,2.529697,6.10952,6.297839,NA,2.072632,0.683043,NA,-0.257778,NA,5.722007,2.676227,1.265269,NA,-6.238889,1.045018,-0.524668,7.241326,0.929584,5.826757,4.125654,5.780406,4.214154,5.040399,5.043598,-2.8387135,-1.554283,NA,0.877174,1.172532,-1.900353,-0.2306015,NA,5.352632,3.082271,2.29862,0.047177,5.213523,5.738246,4.10634,6.279851,1.465063,4.9902175,3.55224,3.577419,2.804207,0.584307,4.916745,5.926883,3.500243,NA,2.175516,5.442365,5.169886,5.360496,5.789907,1.203675,4.878705,2.58872,NA,NA,2.136994,5.607828,5.007299,4.608022,3.695082,5.454399,0.170888,6.17162,-1.392235,4.288113,6.151513,5.099149,2.190017,1.501093,0.893201,2.017086,6.148869,5.599006,2.075858,6.667397,5.04855,4.213006,NA,3.912424,1.840713,2.735508,3.647739,5.2846,NA,1.673804,3.054943,5.5919185,4.140752,-1.336413,4.140364,4.398401,1.838155,3.995244,1.184292,NA,6.046503,0.922076,4.659136,2.182427,5.502832,3.46209,5.099996,-2.545508,NA,NA,5.368929,5.918238,0.781083,5.28877,1.382266,NA,NA,3.116844,3.197732,-2.188306,4.282537,3.317695,-3.258085,3.253317,2.313208,2.925075,1.292563,7.021648,4.849475,1.502053,NA,2.099227,3.98942,5.544646,1.167324,4.327075,3.787989,1.458569,-0.104864,1.584261,-0.791408,1.621026,2.361553,3.943421,-1.21552,3.474643,5.814699,4.276381,4.159335,4.434403,NA,4.448026
"A4FUK",1.675686,2.145508,5.433818,1.047715,0.383661,4.274707,2.345997,-3.616623,0.201438,2.841056,2.502471,NA,1.861834,-1.510119,3.745572,1.149853,-0.723883,2.255296,0.872269,-2.939272,0.943886,-0.054435,1.76729,-2.346155,NA,0.262155,-2.584311,NA,2.033684,NA,3.607653,0.690736,-0.956746,NA,-5.65751,-0.646179,-4.339042,5.455634,1.065724,1.363042,-0.190812,4.321744,-1.313041,3.790787,4.007879,-4.915956,-3.469053,-5.508955,-0.017661,-0.061153,-4.600777,-6.164669,NA,1.230054,0.820551,3.09749,-2.910978,4.405109,4.617247,1.949306,1.672246,-1.07952,2.723257,2.052859,2.745651,-4.670424,-2.085312,3.644168,4.357252,2.637298,NA,2.050709,3.755253,-0.101084,2.353336,2.738207,1.393435,0.314982,0.346344,NA,NA,1.705231,4.356996,4.004427,2.897936,-0.32727,4.154538,-4.083337,3.810016,-2.050746,1.676671,4.357252,2.833437,-2.059323,-2.07325,-0.612588,0.012056,3.41882,2.565971,2.241072,4.362493,1.08182,1.2537,NA,3.603761,0.208921,-0.725334,2.721483,3.502747,NA,1.235156,-1.770809,2.347529,3.073835,-5.141939,0.840987,4.356043,-1.589154,2.01778,-1.886146,NA,4.351173,-1.040922,2.743872,-2.724494,0.519548,1.236888,1.793692,-6.26613,NA,NA,3.91682,2.559906,-1.724795,3.473519,1.450954,NA,NA,-1.521193,2.332166,-5.350429,3.102521,1.444848,-4.615729,0.940336,3.34707,-1.659894,-1.039109,2.678473,-2.691171,-1.238145,NA,-4.041728,-0.73441,2.614688,-0.253937,0.868139,2.105291,0.993929,-6.251408,-5.129888,-6.12796,0.088499,-2.034809,0.070225,4.351104,3.649534,3.778981,1.627276,3.822708,-0.604228,NA,2.741936
"A549",2.298731,3.12042,4.930803,1.029003,2.391583,5.075185,3.104602,0.683641,2.762734,5.0836,1.934725,NA,1.240829,1.071841,5.731266,2.165362,-0.50627,1.785137,3.438487,-0.39388,2.609335,1.390009,2.924499,5.42667,NA,1.825872,0.104302,NA,2.33728,NA,5.731508,2.505596,0.910726,NA,-4.828058,0.453093,-3.187084,5.428153,2.023529,2.942825,3.162214,5.79747,-1.233325,5.863219,3.554228,-4.906596,-3.738725,-4.448041,-0.463314,-0.108352,-3.649077,-5.613773,NA,2.590718,1.970109,2.06221,-1.571859,5.911724,7.146131,2.095087,4.650256,0.40368,3.0172695,2.603076,2.584444,-3.559694,-1.108086,3.524987,4.49188,2.552754,NA,3.412262,3.659216,2.159245,4.600281,3.872269,2.983572,2.565582,3.942222,NA,NA,1.896509,5.06925,5.423314,3.776207,3.213013,4.571359,-4.062721,4.505885,-1.350984,3.074795,6.570424,4.434121,-2.306325,1.154343,2.627093,4.499147,3.905824,4.61839,2.145532,6.435242,3.112399,4.138559,NA,1.915025,2.638125,0.620315,4.244605,4.209842,5.57716,1.191741,1.096702,1.9577455,5.773667,-4.480956,2.06274,4.100364,-1.989476,5.214348,-0.236164,NA,5.954435,0.142594,3.40405,-1.676567,3.342423,1.99631,1.468293,-3.916118,NA,NA,4.064184,4.33983,-2.624711,2.800145,3.77977,NA,NA,0.549216,0.53353,-5.535579,3.004921,2.361322,-4.527745,2.69211,3.501251,0.894536,-0.218018,6.537584,-0.897345,-0.654863,NA,-3.287946,0.9818675,2.09537,1.9403825,1.993191,3.40431,1.876542,-4.453105,-2.629814,-3.818059,0.86315,0.742541,2.131678,5.301357,2.96092,2.818625,2.696123,4.083935,1.597079,NA,4.630658
"A673",4.256045,-0.062981,2.884228,2.068806,3.25832,3.877952,3.415851,0.678384,2.579876,4.804032,2.933398,NA,1.16004,1.275927,5.095864,2.87772,1.130846,2.216058,0.856626,1.813078,2.884173,0.544015,1.619006,3.971067,NA,0.89895,-0.486324,NA,3.098219,NA,3.811039,2.613217,0.838638,NA,-5.258524,0.409954,-4.962337,3.943328,1.565198,-0.085933,2.460314,3.971991,-1.460023,4.880337,3.340645,-4.8691095,-2.824857,-6.322549,2.803811,0.057611,-3.627143,-6.1126925,NA,1.897313,2.086288,3.156961,-2.419883,4.167692,5.161027,2.302944,4.194638,-0.5266,2.9937835,1.67038,3.242263,-4.652336,-0.287314,3.600324,4.76307,3.169933,NA,2.335958,2.420913,2.924613,3.798647,4.309119,3.316834,-0.395048,2.434809,NA,NA,3.659382,4.701581,4.290346,3.424138,1.766885,4.614845,-3.53048,4.865128,-1.650701,2.741039,4.606741,4.252145,-1.482165,1.038819,3.423356,2.704866,4.54795,4.341844,1.173842,5.063113,3.681138,1.201675,NA,4.641923,1.30453,1.013831,2.999265,1.831549,NA,1.180635,1.777186,3.6680495,4.373946,-5.268013,2.233636,3.888535,0.493415,3.699445,-1.872448,NA,4.803828,1.249876,3.397068,-1.769057,3.50421,2.421257,3.006812,-3.965398,NA,NA,4.859668,4.032654,-1.193282,4.634573,2.399489,NA,NA,3.549507,4.626707,-5.925588,2.128143,2.393712,-2.435054,-1.422785,3.18313,1.594148,0.525867,4.827473,-1.807371,-2.599887,NA,1.321861,1.4398725,1.044241,3.286371,2.123312,2.472386,1.531273,-6.04393,-4.955103,-4.711153,1.213627,2.590178,1.570353,3.183117,3.178083,3.767806,3.325586,3.899606,0.41706,NA,3.001863
"A704",5.05566,0.17866,4.554245,1.424674,3.512397,5.191213,4.051086,1.06824,2.918428,3.165919,3.332293,NA,1.36411,0.219308,5.059575,0.527081,2.579093,2.350686,0.847511,3.121242,3.433548,1.536933,5.045484,4.745274,NA,1.522226,-0.255158,NA,1.471083,NA,3.699559,2.484841,0.880755,NA,-6.6717,1.075747,-2.018433,6.223856,0.386508,4.688168,1.821336,5.165849,2.936191,4.815686,4.248318,-2.459119,-0.900823,NA,-1.48794,1.589993,-3.166467,-0.9823165,NA,3.683325,2.662876,2.204261,1.432664,4.930372,4.945945,2.0476,4.303492,0.277223,3.79206,2.877602,3.361377,2.191826,1.31177,4.019793,5.178598,3.678626,NA,2.792558,5.471323,2.905635,3.565952,4.205541,3.855471,2.790843,1.488217,NA,NA,2.99506,3.53625,3.675792,3.275238,3.386713,5.417695,-1.251143,4.730863,-2.174301,4.716551,5.433794,3.809608,3.595392,1.088902,1.839752,1.969305,5.153999,3.761641,-0.01751,6.162812,1.453144,3.543092,NA,3.965468,1.842772,-0.226578,4.087766,3.146729,NA,1.65382,2.522762,4.842664,3.399406,-1.460413,2.764856,4.314776,0.803306,0.889895,1.511218,NA,4.701878,1.21395,3.589803,1.32811,2.943267,2.795591,4.534291,-2.039139,NA,NA,3.669532,4.292983,0.826779,2.943747,2.97167,NA,NA,3.428396,4.261875,-1.695025,3.471079,1.815215,-4.706085,2.437001,3.767812,1.921413,1.156455,4.974447,3.859773,1.861272,NA,0.931764,4.1840885,5.384576,2.664149,2.261731,4.177329,2.096723,-2.727503,1.43286,0.536205,2.0013,2.879521,2.445263,1.948172,3.042714,5.022708,2.417074,2.367636,2.651108,NA,3.861885
"ABC1",7.750157,NA,-1.312146,5.430393,NA,NA,5.785527,3.102992,4.352914,NA,NA,NA,NA,6.217471,6.816208,6.519807,5.900333,NA,NA,4.308167,NA,4.886765,5.699567,6.873936,NA,NA,NA,NA,NA,NA,NA,5.541298,NA,NA,NA,NA,-1.588587,7.893256,NA,NA,5.610927,NA,NA,6.848707,NA,-0.097291,NA,NA,NA,-2.683336,-1.282337,2.448545,NA,4.835348,3.916161,6.423122,NA,6.729015,6.549294,NA,7.104261,NA,5.056728,2.345024,NA,NA,NA,5.423234,NA,6.150568,NA,3.947784,NA,6.899928,NA,6.007264,NA,2.479259,4.558967,NA,NA,NA,6.889035,4.511503,3.893253,3.949403,NA,0.640182,5.619055,NA,NA,NA,6.817981,2.798372,NA,NA,NA,4.493534,6.334955,NA,7.356621,NA,6.589639,NA,NA,NA,3.177597,2.284256,NA,6.241668,NA,6.357502,6.8135975,NA,NA,NA,5.515984,3.277487,NA,NA,NA,6.633383,NA,6.096011,0.889088,7.806774,5.510497,NA,NA,NA,NA,6.146078,6.844727,0.238088,5.781991,NA,NA,NA,4.863552,6.766354,NA,3.287446,NA,NA,NA,NA,3.943611,NA,NA,0.738141,-0.740767,NA,NA,NA,NA,4.790535,5.359058,NA,NA,NA,1.675453,NA,NA,NA,NA,NA,NA,4.70877,6.919007,5.097742,NA,NA,5.208982
"ACHN",3.282776,3.690323,6.992965,0.114957,2.792732,4.498959,4.295395,2.08266,5.002881,4.079368,4.535762,NA,1.915153,2.156244,6.048107,2.477059,1.446104,0.76056,4.123876,1.398864,3.009786,2.011355,5.861232,6.161092,NA,0.139687,-2.385638,NA,1.996035,NA,4.127895,2.702921,2.042671,NA,-5.135368,1.043212,-4.133949,6.699381,0.881399,2.401655,3.542277,5.26524,-1.328801,5.697382,2.92235,-4.588685,-2.597132,-4.198195,-1.53844,1.448452,-2.726295,-2.328633,NA,2.829295,3.176719,2.480001,-2.60754,5.562519,6.3111,0.047378,5.370439,0.379589,4.122629,2.141976,0.716788,-4.735991,-0.372936,4.498339,5.187591,2.599434,NA,3.618329,5.228025,3.823008,3.678552,2.45805,3.591913,1.813653,3.613559,NA,NA,2.18632,6.047636,4.868841,4.436734,3.365956,3.849689,-2.166536,5.318548,-1.723654,4.416431,4.357341,5.579565,-1.078373,-2.022926,2.593277,0.504685,4.865065,4.72868,2.703017,6.424491,4.189689,5.511658,NA,1.67789,3.845661,1.558861,4.157615,4.911894,NA,0.156239,2.043889,3.603139,5.125487,-0.374833,0.98097,4.792934,0.639093,2.647461,-0.084693,NA,5.934496,0.838892,2.417471,-0.72454,3.689811,2.551185,4.961563,-3.153357,NA,NA,5.367015,5.249173,-0.534936,1.684407,3.670094,NA,NA,2.665227,4.446879,-4.08009,3.500136,2.660864,-1.207328,2.229469,3.567415,2.06514,-0.027841,5.540252,-1.181777,-1.030448,NA,0.00653,1.437204,4.788767,3.5263985,1.736937,3.333745,2.301035,-3.040176,-0.597725,-1.77681,1.608132,2.588991,-0.433805,4.734645,4.459629,3.807468,2.866165,4.993439,2.625223,NA,4.363895
"AGS",3.841646,1.059698,-0.258344,1.377059,0.885733,4.780453,3.807845,1.279484,0.863382,4.739142,1.834318,NA,0.912557,1.002823,4.411411,2.056903,1.821879,2.199135,2.777182,-0.084415,1.804557,1.029105,NA,3.848536,NA,1.463861,0.024323,NA,2.827373,NA,4.925836,2.600552,2.075902,NA,-5.612437,0.364224,-3.266368,5.563132,1.816378,2.384484,3.397612,5.0375,-0.434439,4.566643,3.251999,-5.9197265,-2.499797,NA,-0.634777,1.09102,-4.179046,-4.6016365,NA,1.630554,1.115296,3.079556,-2.761091,5.56214,5.584424,1.868014,3.435149,0.13937,2.3800715,1.434899,2.472351,-3.452904,-0.479968,3.999094,4.798058,3.059828,NA,0.947264,3.09298,1.930116,4.170783,4.593886,2.086954,1.860937,2.497783,NA,NA,2.988917,3.059006,4.496629,3.773191,3.865407,3.152314,-4.168021,5.032228,-2.165499,3.746584,4.215589,3.675042,-1.453663,-0.094173,0.949557,2.89518,3.221774,3.900616,-1.110518,4.657122,2.19509,3.614659,NA,1.695516,2.207728,0.439652,3.012948,3.45723,4.820511,2.468259,1.043906,1.85267,3.23761,-3.849761,1.994129,2.378651,-3.130511,2.617469,0.792469,NA,4.956334,-0.222049,4.735498,-1.470423,3.071265,2.493726,3.173584,-4.638671,NA,NA,4.478141,3.497767,-0.682664,4.136092,1.743091,NA,NA,-2.654196,-0.013363,-5.525909,2.904466,2.262281,-4.837723,3.15611,3.02324,-1.418949,0.388986,5.913012,-0.924396,-0.777529,NA,-5.207787,-0.2454725,1.98568,0.689232,1.485877,2.987992,1.773283,-5.344445,-4.084615,-4.985409,1.332302,-1.512078,1.722871,1.463937,3.182575,3.047073,2.164618,3.953522,1.98189,NA,2.663516
"ALLSIL",4.754388,-2.163393,5.288904,0.903388,1.391864,3.729198,3.575268,-2.076589,3.146338,4.754661,4.519499,NA,1.806194,0.051674,3.837959,2.659954,2.71106,2.241353,1.068977,0.428019,2.511897,1.361272,-2.374485,3.220603,NA,0.669523,-1.822534,NA,3.78999,NA,4.545819,2.161336,0.313723,NA,-5.599918,-0.052671,-4.352754,4.649869,1.134345,2.217426,-0.514039,4.537231,-2.795791,4.600798,2.767618,-4.9236215,-0.781024,NA,-7.022055,0.528225,-3.113891,-5.978899,NA,1.812968,-0.536184,2.962942,-2.662259,4.642714,3.692882,1.067764,1.190794,-2.173578,2.6383405,1.398013,2.478308,-3.590297,1.913306,2.407209,4.604651,2.683227,NA,2.148693,4.832919,3.509148,3.413546,2.088579,4.199982,0.149639,1.908472,NA,NA,1.61712,4.604629,4.301048,3.786814,2.245007,4.841181,-3.581102,4.155922,-1.139211,1.958277,4.604651,4.408705,-3.890815,-0.346197,1.700391,1.082152,4.068749,4.46539,-2.631158,2.00842,-6.001813,2.082569,NA,4.050049,0.908277,1.087206,4.005729,3.402565,4.432315,1.195834,2.554194,2.2755145,2.185139,-4.568787,2.380927,2.914083,0.996861,2.536924,-1.067818,NA,4.604638,1.49596,3.618412,-1.857643,2.251384,2.705404,3.026039,-1.553268,NA,NA,4.051311,4.402962,-1.445929,3.706744,1.028248,NA,NA,3.434755,4.504711,-0.0966,2.858425,0.518299,-3.688671,0.476067,3.550526,2.46033,0.610859,4.766919,-1.770806,-3.903596,NA,1.652327,2.4627835,2.765297,2.0042075,0.830907,2.188632,-2.929418,-6.727932,-4.565169,-5.056368,0.120657,2.369914,0.686708,-3.002088,3.077706,3.753588,4.590244,3.740833,-0.86255,NA,2.904496
"AM38",4.791742,1.263646,3.851204,2.54638,4.553569,5.31789,3.356491,0.927942,4.113645,4.551015,3.553404,NA,3.658282,2.197647,5.707181,5.11599,1.612721,2.318343,2.617225,2.871366,3.203603,2.30616,2.906692,5.401738,NA,1.132964,0.44477,NA,5.155015,NA,4.025219,3.635861,2.477705,NA,-5.081569,0.839113,-4.393419,5.082052,2.296884,1.783963,1.391766,4.659568,0.53348,3.487053,1.812325,-3.9394675,-2.521099,NA,3.763771,1.866082,-2.837337,-2.6563005,NA,2.513449,1.34239,2.795368,-1.79554,3.84627,4.173172,2.192386,5.192588,1.143971,3.167499,1.258622,3.203939,-3.506629,0.577006,3.77656,5.300827,3.221463,NA,0.818704,4.389846,2.39318,3.256364,5.317298,5.31789,0.898103,1.174239,NA,NA,3.044512,4.64654,4.642831,2.953926,3.57484,5.268227,-3.863616,5.089724,-1.581932,5.28928,5.308402,5.20556,-1.048931,1.907001,3.924327,2.856823,4.130325,5.31402,1.169639,5.843323,3.662386,2.102928,NA,3.567771,2.097582,0.682431,5.294871,3.347189,3.321596,2.142976,2.459548,3.7055725,3.089307,-2.764453,3.018251,3.537268,-1.784238,4.137852,-0.048515,NA,3.37318,2.041607,2.768157,-1.163596,4.120113,2.339532,3.160237,-3.088197,NA,NA,2.985171,2.822802,0.502462,5.088678,2.154516,NA,NA,0.839789,3.063273,-5.34535,2.983688,1.915689,-2.724655,1.226248,3.465224,3.747058,0.432893,4.086014,-0.452105,-1.144025,NA,-2.074771,1.152534,1.959156,3.8246965,2.222736,3.892307,3.012381,-3.455111,-1.114854,-2.444084,0.924811,1.65188,1.890693,3.061434,4.774599,2.334388,2.546922,2.819306,2.545757,NA,2.401868
"AMO1",2.04121,2.36233,3.689902,0.957508,0.789466,2.654793,1.723443,-3.440204,1.377309,3.723846,0.866403,NA,1.354582,-1.276393,3.90554,4.560327,0.471044,2.132301,1.507109,-2.797944,2.345089,-0.104162,0.169155,-3.041865,NA,1.727295,-1.479498,NA,3.120119,NA,4.591119,1.111208,-0.373401,NA,-7.125837,-0.752797,-3.93655,3.954952,1.788503,1.411204,0.77421,4.591119,-0.024248,2.710394,0.481797,-6.2348545,-3.028258,-6.989997,0.538151,NA,-4.425509,-6.8159355,NA,1.575311,0.329953,1.772621,-2.934108,3.64756,4.302106,2.471589,4.235057,0.663265,2.564223,2.265263,2.802032,-4.295717,-0.85783,2.869423,3.150622,1.657909,NA,0.569193,1.084104,0.080251,1.983195,3.326063,3.484041,0.948318,0.968578,NA,NA,1.319824,4.591119,3.537365,1.827534,1.059068,3.703455,-5.00656,4.589339,-3.455159,1.613485,3.300733,3.79936,-1.474549,-0.699539,1.367568,0.409545,2.810429,2.441617,4.208673,5.239187,1.598378,2.73457,NA,0.632755,0.731033,0.622569,2.50557,4.591119,NA,0.832801,-1.322285,-0.0531845,4.01652,-5.98149,2.201374,0.958793,-1.487277,3.295465,-1.427651,NA,3.74816,0.164427,3.123066,-3.066447,1.841542,1.247539,2.678065,-5.582291,NA,NA,2.430109,3.094387,-2.178793,3.959046,1.552897,NA,NA,1.555661,2.654683,-6.102852,1.314392,1.637435,-5.437188,3.955398,1.684303,0.464661,-0.56802,4.202144,-1.375684,-0.866151,NA,-1.038174,2.4798865,0.008275,1.2412015,1.74648,1.794424,1.265624,-7.531268,-5.250221,-6.244123,-0.083754,1.254709,1.109798,2.853094,NA,1.271319,0.994966,2.841871,-0.265653,NA,2.252558
